role	i	j	affiliation
o	SUREL YVES	2015_ST32	CERSA, U. PARIS 2
o	SUREL YVES	2017_ST18	CERSA, U. PARIS 2
p	SUREL YVES	2019_ST78	UNIVERSITE PARIS PANTHEON ASSAS, CERSA
o	SUREL YVES	2019_ST84	UNIVERSITE PANTHEON ASSAS, CERSA
NA	SUREL YVES	2019_ST88	NA
p	SUTTER ANNE	2009_ST7	CHERPA, IEP AIX EN PROVENCE
p	SUTTER ANNE	2011_ST41	CHERPA, IEP AIX EN PROVENCE
NA	SVOLK SABINE DOROTHEA	2019_ST17	NA
p	SWYNGEDOUW MARC	2009_ST42	ISPO, KATHOLIEKE U. LEUVEN (BELGIQUE)
d	SWYNGEDOUW MARC	2017_ST33	ISPO, KATHOLIEKE U. LEUVEN (BELGIQUE)
p	SYGNOWSKA ALEKSANDRA	2019_ST69	POLISH ACADEMY OF SCIENCES, POLAND
p	SZUBA MATHILDE	2013_ST62	CETCOPRA, U. PARIS 1
o	SZUBA MATHILDE	2015_ST26	CETCOPRA, U. PARIS 1
p	SZUBA MATHILDE	2015_ST56	CETCOPRA, U. PARIS 1
o	SZUKALA ANDREA	2019_ST83	UNIVERSITE DE MUNSTER, ALLEMAGNE
d	SZUREK JEAN-CHARLES	2009_ST10	ISSP, ENS CACHAN & U. PARIS 10
p	TABIN JEAN-PIERRE	2017_ST6	HAUTE ECOLE SPECIALISEE SUISSE OCCIDENTALE (SUISSE)
p	TACEA ANGELA	2019_STGRUE	VRIJE UNIVERSITEIT BRUSSEL VUB
p	TAGHAVI BABAK	2017_ST42	CURAPP-ESS, U. PICARDIE
p	TAHATA YUMIKO	2017_ST31	URMIS, U. NICE SOPHIA ANTIPOLIS
p	TAICLET ANNE-FRANCE	2013_ST24	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	TAICLET ANNE-FRANCE	2013_ST37	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	TAICLET ANNE-FRANCE	2015_ST22	TRIANGLE, ENS-IEP LYON & U. LYON 2
o	TAICLET ANNE-FRANCE	2017_ST12	TRIANGLE, ENS-IEP LYON & U. LYON 2
NA	TAICLET ANNE-FRANCE	2019_ST43	NA
o	TAIEB EMMANUEL	2009_ST44	PACTE, IEP GRENOBLE
p	TAIEB EMMANUEL	2013_ST58	PACTE, IEP GRENOBLE
o	TAIEB EMMANUEL	2017_ST56	TRIANGLE, ENS-IEP LYON & U. LYON 2
d	TAIEB EMMANUEL	2019_ST59	SCIENCES PO LYON
p	TAIEB SAMIR	2009_ST48	DROIT, U. TUNIS (TUNISIE)
p	TALBOT CECILE	2019_ST86	UNIVERSITE DE LILLE / CERAPS
p	TALPIN JULIEN	2009_ST122	CRESPPA-CSU, U. PARIS 8
p	TALPIN JULIEN	2011_ST19	CRESPPA-CSU, U. PARIS 8 / CERAPS, U. LILLE 2
o	TALPIN JULIEN	2011_ST37	CRESPPA-CSU, U. PARIS 8 / CERAPS, U. LILLE 2
o	TALPIN JULIEN	2013_ST29	CERAPS, U. LILLE 2
p	TALPIN JULIEN	2015_STGREPO	CERAPS, U. LILLE 2
o	TALPIN JULIEN	2017_ST39	CERAPS, U. LILLE 2
d	TALPIN JULIEN	2017_ST50	CERAPS, U. LILLE 2
p	TALPIN JULIEN	2019_ST12	CERAPS, UNIVERSITE DE LILLE
o	TALPIN JULIEN	2019_ST86	UNIVERSITE DE LILLE, CERAPS, UMR 8026
p	TALPIN JULIEN	2019_STGAINEGALITESETDISCRIMINATIONS	TALPIN JULIEN, OMIEL JULIEN ET FREGOSI FRANCK DIR
p	TANASE ALEXANDRE	2015_ST62	CPC, U. PARIS 1
p	TANDE ALEXANDRE	2011_ST22	U. LIBRE BRUXELLES (BELGIQUE) / U. LILLE 2
p	TANGE CARROL	2019_STEPOPE	TANGE INSTITUT NATIONAL DE CRIMINALISTIQUE ET DE CRIMINOLOGIE, BRUXELLES
p	TANGUY GILDAS	2009_ST10	CESSP-CRPS, U. PARIS 1
p	TANGUY GILDAS	2011_ST26	LASSP, IEP TOULOUSE
o	TANGUY GILDAS	2013_ST2	LASSP, IEP TOULOUSE
o	TANGUY GILDAS	2015_ST28	LASSP, IEP TOULOUSE
p	TANGUY GILDAS	2017_ST40	LASSP, IEP TOULOUSE
p	TANKE SARAH	2017_ST69	CERI, SCIENCES PO PARIS
p	TANNOUS MANON-NOUR	2017_ST63	COLLEGE DE FRANCE PARIS
p	TANNOUS MANON-NOUR	2017_ST69	COLLEGE DE FRANCE PARIS
p	TARDITS NICOLAS	2019_ST32	UNIVERSITE PARIS NANTERRE, ISP
p	TARDITS NICOLAS	2019_ST35	ISP PARIS NANTERRE
p	TASSIOPOULOS GEORGES	2013_ST25	U. PARIS 12
p	TATHAM MICHAEL	2009_ST121	EUROPEAN U. INSTITUTE FLORENCE (ITALIE)
p	TAUGOURDEAU EMMANUELLE	2009_ST18	ENS CACHAN, IDHE CACHAN
p	TAUT CODRIN	2013_ST55	SCIENCES POLITIQUES, U. BUCAREST (ROUMANIE)
NA	TAVARES DOS SANTOS JOSE VICENTE	2019_ST73	NA
o	TAWA STEPHANIE	2015_STGREPO	CEIAS, EHESS PARIS
p	TAWFIK AMAL	2013_ST52	U. GENEVE (SUISSE)
p	TCHAM TESSA	2015_ST41	IRISSO, U. PARIS 9 / DIM GESTES
p	TEILLET PHILIPPE	2011_ST14	PACTE, IEP GRENOBLE
p	TEILLET PHILIPPE	2013_ST58	PACTE, IEP GRENOBLE
p	TEINTURIER SARA	2015_ST16	GSRL, EPHE PARIS
o	TEINTURIER SARA	2017_ST32	PROJET RELIGION DIVERSITE CRSH (CANADA)
p	TEJERINA BENJAMIN	2009_ST39	U. PAYS BASQUE
p	TELLEZ-GUADALUPE OLIVIER	2013_ST30	U. PEDAGOGICA NACIONAL MEXICO (MEXIQUE)
p	TELLIER THIBAULT	2019_ST82	SCIENCES PO RENNES, ARENES
p	TENENBAUM CHARLES	2011_ST4	CERI, SCIENCES PO PARIS
d	TENENBAUM CHARLES	2013_ST43	IEP LILLE / CERAPS, U. LILLE 2
p	TENENBAUM CHARLES	2015_ST51	IEP LILLE / CERAPS, U. LILLE 2
p	TENENBAUM CHARLES	2015_STGRAM	IEP LILLE / CERAPS, U. LILLE 2
o	TENENBAUM CHARLES	2019_ST15	SCIENCES PO LILLE, CERAPS
p	TENEY CELINE	2009_ST34	U. LIBRE BRUXELLES (BELGIQUE)
p	TERAN MARIA VICTORIA	2013_ST41	U. REPUBLIC URUGUAY (URUGUAY)
o	TERPAN FABIEN	2019_ST55	SCIENCES PO GRENOBLE
p	THENEAUD SOPHIE	2017_ST45	NATIONAL SUN YAT SEN U. TAIWAN (TAIWAN)
d	THERET BRUNO	2017_ST5	IRISSO, U. PARIS 9
p	THETAZ FABIEN	2015_ST27	CRAPUL-IEPI-IEPHI, U. LAUSANNE (SUISSE)
p	THETAZ FABIEN	2017_ST1	CRAPUL-IEPI-IEPHI, U. LAUSANNE (SUISSE)
p	THEUNS TOM	2013_ST22	BALLIOL COLLEGE, OXFORD U. (ROYAUME-UNI)
p	THEUNS TOM	2015_ST29	CERI, SCIENCES PO PARIS
o	THEVIOT ANAIS	2015_ST7	SPIRIT-CED, IEP-U. BORDEAUX
p	THEVIOT ANAIS	2017_ST42	SPIRIT-CED, IEP-U. BORDEAUX
o	THEVIOT ANAIS	2019_ST22	U. CATHOLIQUE OUEST / CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	THIAW-PO-UNE LUDIVINE	2013_ST65	U. PARIS 4
p	THIBAULT ADRIEN	2015_ST28	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
p	THIEBAUT CYRILLE	2009_ST1	CESSP-CRPS, U. PARIS 1 / C2SD PARIS
p	THIEBAUT CYRILLE	2009_ST21	CESSP-CRPS, U. PARIS 1 / C2SD PARIS
p	THIEBAUT CYRILLE	2009_ST5	CESSP-CRPS, U. PARIS 1 / C2SD PARIS
p	THIEBAUT CYRILLE	2019_STGACOMPETITIONPOLITIQUE	CEVIPOF SCIENCES PO / MZES
d	THIEBAUT CYRILLE	2019_STGRUE	UE/EUI, FLORENCE
p	THIERY GUILLAUME	2009_ST7	CESSP-CRPS, U. PARIS 1 / C2SD PARIS
p	THINE SYLVAIN	2017_ST35	CESSP-CRPS, U. PARIS 1
p	THIOLLET HELENE	2009_ST32	ENS PARIS
p	THIOLLET HELENE	2013_ST44	CERI, SCIENCES PO PARIS
p	THIOLLET HELENE	2013_ST47	CERI, SCIENCES PO PARIS
o	THIRIOT CELINE	2009_ST9	CEAN-LAM, IEP BORDEAUX
p	THIVET DELPHINE	2011_ST42	CMH, EHESS PARIS & ENS PARIS
p	THIVET DELPHINE	2013_ST50	CMH, EHESS PARIS & ENS PARIS
p	THIVET DELPHINE	2019_ST49	SPIRIT-CED, IEP-U. BORDEAUX
p	THOMANN MARIANNE	2009_ST26	GEOGRAPHIE, U. LAUSANNE (SUISSE)
c	THOMAS ANJA	2019_ST14	OXPO AND MAISON FRANCAISE DOXFORD
o	THOMAS ANJA	2019_ST87	UNIVERSITE DOXFORD, NUFFIELD COLLEGE, DEPARTMENT FOR POLITICS AND INTERNATIONAL RELATIONS & MAISON FRANCAISE DOXFORD, SCIENCES PO PARIS
p	THOMAS HELENE	2011_ST20	IEP AIX EN PROVENCE
p	THOMAS HELENE	2017_ST27	U. AIX MARSEILLE
p	THOMAS VALENTIN	2017_ST24	IRISSO, U. PARIS 9
p	THOMAS VALENTIN	2019_ST19	IRISSO, U. PARIS 9
NA	THOMAS-HEBERT CHARLOTTE	2019_ST86	NA
p	THROSSEL KATHARINE	2013_ST35	CEE, SCIENCES PO PARIS
p	TIBBAUT AURELIE	2017_ST34	CEPAP, U. LIBRE BRUXELLES (BELGIQUE)
o	TIBBAUT AURELIE	2019_ST80	CENTRE DETUDE DES POLITIQUES ET DE LADMINISTRATION PUBLIQUE CEPAP
p	TIBERJ VINCENT	2009_ST5	CEE, SCIENCES PO PARIS
p	TIBERJ VINCENT	2013_ST26	CEE, SCIENCES PO PARIS
p	TIBERJ VINCENT	2013_ST28	CEE, SCIENCES PO PARIS
o	TIBERJ VINCENT	2015_ST2	CEE, SCIENCES PO PARIS
p	TIBERJ VINCENT	2017_ST54	SPIRIT-CED, IEP-U. BORDEAUX
o	TIBERJ VINCENT	2019_ST46	SPIRIT-CED, IEP-U. BORDEAUX
o	TINTURIER ZOE	2019_ST81	LAM IEP DE BORDEAUX
p	TIXIER CAROLINE	2015_ST60	U. PARIS 2
p	TOKA GABOR	2009_ST5	CENTRAL EUROPEAN U. BUDAPEST (HONGRIE)
p	TOLIKA MARIA	2019_ST80	ARISTOTLE U. THESSALONIKI (GRECE)
p	TOLLER ANNETTE	2017_ST20	FERNU. HAGEN (ALLEMAGNE)
p	TOMAS FORNES MARIONA	2009_ST121	U. BARCELONA (ESPAGNE)
p	TOMAS FORNES MARIONA	2009_ST122	U. BARCELONA (ESPAGNE)
p	TOMAZINI CARLA	2015_ST37	IHEAL-CREDA, U. PARIS 3 / U. CAMPINAS (BRESIL)
p	TOMAZINI CARLA	2019_ST79	PRINTEMPS, U. VERSAILLES SAINT QUENTIN
p	TOMESCU-HATTO ODETTE	2009_ST17	SCIENCES PO PARIS
p	TOMINI LUCA	2011_ST46	U. LIBRE BRUXELLES (BELGIQUE)
p	TONISMANN TEELE	2017_ST65	LASSP, IEP TOULOUSE
p	TONISMANN TEELE	2019_ST36	LASSP, IEP TOULOUSE / INSTITUT INNOVATION GOUVERNANCE RAGNAR NURKSE, U. TECHNOLOGIE TALLINN (ESTONIE)
NA	TONNEAU JEAN-PHILIPPE	2019_ST54	NA
d	TOPCU SEZIN	2013_ST20	IMM-CEMS, EHESS PARIS
o	TOPCU SEZIN	2015_ST35	IMM-CEMS, EHESS PARIS
o	TOPCU SEZIN	2017_ST17	IMM-CEMS, EHESS PARIS
p	TOPCU SEZIN	2017_ST8	IMM-CEMS, EHESS PARIS
p	TOPLAK JURIJ	2013_ST41	U. MARIBOR (SLOVENIE)
p	TORDJMAN SIMON	2015_ST54	LASSP, IEP TOULOUSE
o	TORDJMAN SIMON	2017_ST73	LASSP, IEP TOULOUSE
p	TORDJMAN SIMON	2019_ST39	SCIENCES PO TOULOUSE, LASSP
d	TORNY DIDIER	2013_ST20	RITME, INRA INVRY
p	TORNY DIDIER	2017_ST64	CSI, I3
o	TORREIRO JUAN	2011_ST30	GSPE-PRISME-SAGE, IEP-U. STRASBOURG / CESSP-CRPS, U. PARIS 1
p	TORREKENS CORINNE	2013_ST29	GERME, U. LIBRE BRUXELLES (BELGIQUE)
p	TORRES MANON	2019_STGAINEGALITESETDISCRIMINATIONS	EHESS/CMH ET INED
e	TORTERAT FREDERIC	2017_ST44	LIRDEF, U. MONTPELLIER 3
NA	TOSCER-ANGOT SYLVIE	2019_ST83	NA
p	TOUKEA DIEUDONNE	2019_ST61	CERAD, UNIVERSITE DE DOUALA CAMEROUN
o	TOURNADRE JEROME	2013_ST60	ISSP, ENS CACHAN & U. PARIS 10
d	TOURNAY VIRGINIE	2013_ST20	PACTE, IEP GRENOBLE
p	TOURNAY VIRGINIE	2019_ST72	SCIENCES PO, CEVIPOF
p	TOURNIER VINCENT	2009_ST42	PACTE, IEP GRENOBLE
p	TOURNIER VINCENT	2009_ST44	PACTE, IEP GRENOBLE
p	TOURNIER VINCENT	2019_ST55	SCIENCES PO GRENOBLE PACTE
p	TOURNON MARIANA	2017_ST36	LABURBA, U. PARIS 12 & U. PARIS EST MARNE LA VALLEE
p	TOURRAILLE FANNY	2011_ST53	LASSP, U. TOULOUSE 1
p	TOURRAILLE FANNY	2013_ST33	LASSP, IEP TOULOUSE
p	TOUSSAINT MARIE	2017_ST16	CENTRE NORBERT ELIAS, EHESS PARIS / GRED, IRD
p	TOUTOUS JEANNE	2019_ST29	LABORATOIRE ARENES, UNIVERSITE DE RENNES 1
p	TOUTOUS JEANNE	2019_ST77	ARENES, SCIENCES PO RENNES
p	TOUZET CHLOE	2015_ST38	LIEPP, SCIENCES PO PARIS
p	TOZZI PASCAL	2009_ST41	ADES, U. BORDEAUX 3
p	TRACHMAN MATHIEU	2013_ST33	IRIS, EHESS PARIS & INSERM & U. PARIS 13
p	TRACOL MATTHIEU	2011_ST32	CENTRE HISTOIRE SOCIALE 20E SIECLE, U. PARIS 1
d	TRAINI CHRISTOPHE	2013_ST35	CHERPA, IEP AIX EN PROVENCE
p	TRAINI CHRISTOPHE	2015_ST8	CHERPA, IEP AIX EN PROVENCE
d	TRAINI CHRISTOPHE	2017_ST60	CHERPA, IEP AIX EN PROVENCE
p	TRAN EMILIE	2019_ST30	HONG KONG BAPTIST UNIVERSITY
p	TRAN THINGOCNHUNG	2017_ST49	CAN THO U. (VIETNAM)
p	TREDAN OLIVIER	2017_ST10	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	TREGOURES LOIC	2011_ST51	CERAPS, U. LILLE 2 / U. LIBRE BRUXELLES (BELGIQUE)
p	TREGOURES LOIC	2017_ST60	CERAPS, U. LILLE 2
p	TREGUER FELIX	2019_ST59	CERI/SCIENCES PO
p	TREHIN-LALANNE REMI	2011_ST45	LEST, U. AIX MARSEILLE 2
p	TREILLE ERIC	2009_ST4	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	TREILLE ERIC	2011_ST31	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	TREILLE ERIC	2013_ST10	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
o	TREILLE ERIC	2015_ST21	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	TREILLE ERIC	2017_ST42	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
o	TREILLE ERIC	2019_ST71	ARENES, UNIVERSITE DE RENNES EHESP CNRS
p	TREMBLAY MANON	2009_ST16	U. OTTAWA (CANADA)
p	TREMBLAY MANON	2019_ST21	UNIVERSITE DOTTAWA
p	TREMBLAY MANON	2019_ST24	UNIVERSITE DOTTAWA
d	TREMON ANNE-CHRISTINE	2009_ST35	CMH, EHESS PARIS & ENS PARIS
p	TRENESKA-DESKOSKA RENATA	2013_ST41	SKOPJE U. (MACEDOINE)
p	TREPIED BENOIT	2009_ST35	IRIS, EHESS PARIS & INSERM & U. PARIS 13
p	TREPIED BENOIT	2011_ST13	IRIS, EHESS PARIS & INSERM & U. PARIS 13
p	TREPOS JEAN-YVES	2015_ST8	2L2S, U. LORRAINE
p	TRICOIRE AURELIE	2013_ST16	CENTRE SCIENTIFIQUE TECHNIQUE BATIMENT
p	TRICOU JOSSELIN	2015_ST16	U. PARIS 8
p	TROM DANNY	2009_ST50	IMM-GSPM, EHESS PARIS
c	TROM DANNY	2011_ST9	IMM-GSPM, EHESS PARIS
p	TROMBERT-GRIVEL ADELINE	2009_ST44	PACTE, IEP GRENOBLE
p	TROUPEL AURELIA	2013_ST27	CEPEL, U. MONTPELLIER 1
o	TROUPEL AURELIA	2017_ST36	CEPEL, U. MONTPELLIER 1
p	TRUC GEROME	2011_ST50	IMM, EHESS PARIS / EHEHI, CASA VELAZQUEZ MADRID (ESPAGNE)
p	TRUC GEROME	2015_ST8	IMM-CEMS, EHESS PARIS
o	TRUC GEROME	2017_ST54	ISSP, ENS CACHAN & U. PARIS 10
p	TRUCCO DANIELA	2017_ST31	ERMES, U. NICE SOPHIA ANTIPOLIS
p	TRUCCO DANIELA	2019_ST74	UNIVERSITE RENNES 2, UNIVERSITE COTE DAZUR, ERMES
p	TSANDZANA DERCIO	2019_ST22	TSANDZANA SCIENCES PO BORDEAUX LAM
p	TSUCHIYA MIYUKI	2015_ST35	CERSA, U. PARIS 2
o	TUCCI INGRID	2011_ST43	DIW BERLIN (ALLEMAGNE)
d	TULMETS ELSA	2013_ST43	CERI, SCIENCES PO PARIS
p	TULMETS ELSA	2015_ST42	CERI, SCIENCES PO PARIS
p	TULMETS ELSA	2015_ST44	CERI, SCIENCES PO PARIS
p	TUNCEL GOKCE	2019_ST48	CESPRA, EHESS
p	TUNON JORGE	2011_ST51	U. CARLOS III MADRID (ESPAGNE)
p	TUORTO DARIO	2019_ST69	SAPIENZA UNIVERSITY OF ROMA / UNIVERSITY OF BOLOGNA, ITALY
p	TURCU ANCA	2015_ST5	U. CENTRAL FLORIDA (USA)
p	UGUR ZEYNEP	2019_ST48	CESPRA, EHESS
p	UHODA MAXIME	2015_ST41	U. LIEGE (BELGIQUE)
p	UMPIERREZ DE REGUERO SEBASTIAN	2017_ST41	U. CASA GRANDE (EQUATEUR)
p	UMUBYEYI LILIANE	2015_ST50	ISSP, ENS CACHAN & U. PARIS 10
p	UNGER MATHILDE	2015_ST29	U. PARIS 1
c	URFALINO PHILIPPE	2013_ST64	EHESS PARIS
o	URFALINO PHILIPPE	2015_ST25	CESPRA, EHESS PARIS
p	UYSAL AYSEN	2009_ST7	U. DOKUZ EYLUL IZMIR (TURQUIE)
p	UYSAL AYSEN	2011_ST31	U. DOKUZ EYLUL IZMIR (TURQUIE)
p	UYSAL AYSEN	2013_ST25	U. DOKUZ EYLUL IZMIR (TURQUIE)
p	UYSAL AYSEN	2017_ST29	U. DOKUZ EYLUL IZMIR (TURQUIE)
o	UYSAL AYSEN	2019_ST48	CRESPPA/CSU
p	VADOT GUILLAUME	2013_ST12	U. PARIS 1
p	VAILHE EDOUARD	2017_ST57	CESPRA, EHESS PARIS
p	VAIREL FREDERIC	2009_ST49	EEP, U. OTTAWA (CANADA)
p	VAIREL FREDERIC	2011_ST31	EEP, U. OTTAWA (CANADA)
o	VAIREL FREDERIC	2011_ST4	EEP, U. OTTAWA (CANADA)
d	VAIREL FREDERIC	2015_ST47	EEP, U. OTTAWA (CANADA)
d	VAIREL FREDERIC	2019_ST32	UNIVERSITE DOTTAWA
p	VAIREL FREDERIC	2019_ST77	UNIVERSITE DOTTAWA
p	VALA JORGE	2009_ST42	U. LISBOA (PORTUGAL)
p	VALEGEAS FRANCOIS	2017_ST11	LPED, U. AIX MARSEILLE / LABURBA, U. PARIS 12 & U. PARIS EST MARNE LA VALLEE
p	VAN BIEZEN INGRID	2013_ST41	LEIDEN U. (PAYS-BAS)
p	VAN BIEZEN INGRID	2015_STRC20IPSA	LEIDEN U. (ALLEMAGNE)
p	VAN DER DOES RAMON	2019_ST12	ISPOLE, UCLOUVAIN
o	VAN DER EIJK CEES	2011_ST33	U. NOTTINGHAM (ROYAUME-UNI)
p	VAN DER POL JOHANNES	2019_ST01	VIA INNO, GRETHA UMR CNRS 5113, UNIVERSITE DE BORDEAUX
p	VAN EGMOND MARCEL	2015_STPOPACT	ASCOR, U. AMSTERDAM (PAYS-BAS)
p	VAN HAMME GILLES	2009_ST13	IGEAT, U. LIBRE BRUXELLES (BELGIQUE)
p	VAN HAMME GILLES	2009_ST5	IGEAT, U. LIBRE BRUXELLES (BELGIQUE)
p	VAN HAMME GILLES	2011_ST34	IGEAT, U. LIBRE BRUXELLES (BELGIQUE)
o	VAN INGELGOM VIRGINIE	2013_ST6	ISPOLE, U. CATHOLIQUE LOUVAIN (BELGIQUE)
p	VAN INGELGOM VIRGINIE	2015_ST8	ISPOLE, U. CATHOLIQUE LOUVAIN (BELGIQUE)
p	VAN INGELGOM VIRGINIE	2015_STPOPACT	ISPOLE, U. CATHOLIQUE LOUVAIN (BELGIQUE)
p	VAN INGELGOM VIRGINIE	2019_ST46	FNRS, UCLOUVAIN
NA	VAN INGELGOM VIRGINIE	2019_ST88	NA
p	VAN SULL ANAIS	2011_ST43	GIRSEF, U. CATHOLIQUE LOUVAIN (BELGIQUE) / ERIS, EHESS PARIS & ENS PARIS
d	VAN ZANTEN AGNES	2009_ST29	OSC, SCIENCES PO PARIS
p	VAN ZANTEN AGNES	2019_ST45	OSC LIEPP, SCIENCES PO PARIS
p	VANDAL GILLES	2009_ST44	ECOLE POLITIQUE APPLIQUEE, U. SHERBROOKE (CANADA)
NA	VANDAMME PIERRE-ETIENNE	2019_ST12	NA
p	VANEL GREGORY	2009_ST4	INSTITUT QUEBECOIS HAUTES ETUDES INTERNATIONALES, U. LAVAL (CANADA)
p	VANHOENACKER MAXIME	2013_ST35	IIAC TRAM, QUAI BRANLY
NA	VANIER ANNE-MARINE	2019_ST38	NA
o	VANNETZEL MARIE	2017_ST71	CURAPP-ESS, U. PICARDIE
o	VANNEUVILLE RACHEL	2011_ST42	TRIANGLE, ENS-IEP LYON & U. LYON 2
o	VANNEUVILLE RACHEL	2019_STGASAVOIRSDISCIPLINESPOUVOIRS	TRIANGLE UMR 5206
p	VANTHOURNOUT LUDIVINE	2009_ST6	CESSP-CRPS, U. PARIS 1
p	VARDANIKA ZOI	2019_STGRUE	UNIVERSITE DE READING
p	VARGAS-HERNANDEZ JOSE	2013_ST41	U. GUADALARAJA (MEXIQUE)
p	VARGOVCIKOVA JANA	2015_ST45	U. PARIS 10 / CHARLES U. PRAGUE (REPUBLIQUE TCHEQUE)
d	VARONE FREDERIC	2009_ST14	U. GENEVE (SUISSE)
d	VARONE FREDERIC	2009_ST20	U. GENEVE (SUISSE)
p	VARONE FREDERIC	2009_ST3	U. GENEVE (SUISSE)
p	VASILOPOULOS PAVLOS	2015_ST9	CEVIPOF, SCIENCES PO PARIS
p	VASLIN JULIE	2019_ST84	TRIANGLE SCIENCES PO LYON
p	VASSALOS YIORGOS	2017_ST19	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
p	VASSILEVA MARGARITA	2019_STGANORMESETJUSTICE	ET FRANCOIS BONNET PACTE, CNRS
p	VASSY CARINE	2013_ST21	IRIS, EHESS PARIS & INSERM & U. PARIS 13
o	VAUCHEZ ANTOINE	2009_ST18	EUROPEAN U. INSTITUTE FLORENCE (ITALIE)
p	VAUCHEZ ANTOINE	2011_ST28	CESSP-CRPS, U. PARIS 1
o	VAUCHEZ ANTOINE	2013_ST44	CESSP-CRPS, U. PARIS 1
d	VAUCHEZ ANTOINE	2019_ST79	CESSP/CRPS, EHESS/UNIVERSITE PARIS 1
p	VAY MELANIE	2015_ST31	CESSP-CRPS, U. PARIS 1
o	VEAUDOR MANON	2017_ST13	CESDIP, U. VERSAILLES SAINT QUENTIN
p	VECCHIONE ELISA	2013_ST3	IDDRI, SCIENCES PO PARIS
p	VEDEL THIERRY	2011_ST33	CEVIPOF, SCIENCES PO PARIS
p	VEDEL THIERRY	2015_ST18	CEVIPOF, SCIENCES PO PARIS
p	VEDEL THIERRY	2019_ST22	CENTRE DE RECHERCHES POLITIQUES DE SCIENCES PO
p	VELTZ MARIE	2017_ST10	LATTS, ENPC & U. PARIS EST MARNE LA VALLEE
p	VELU ANNE-ELISE	2017_ST29	IRISSO, U. PARIS 9
NA	VENIAT CECILE	2019_ST77	NA
p	VENNESSON PASCAL	2009_ST21	RSCAS, EUROPEAN U. INSTITUTE FLORENCE (ITALIE)
p	VENNIN LEO	2019_STGASAVOIRSDISCIPLINESPOUVOIRS	CERDAP, IEP DE GRENOBLE
p	VENOUIL ALEXIA	2009_ST11	PACTE, IEP GRENOBLE
o	VENOUIL ALEXIA	2017_ST13	CESDIP, U. VERSAILLES SAINT QUENTIN
p	VENOUIL ALEXIA	2017_ST75	CESDIP, U. VERSAILLES SAINT QUENTIN
p	VENOUIL ALEXIA	2019_STGASAVOIRSDISCIPLINESPOUVOIRS	CESDIP, U. VERSAILLES SAINT QUENTIN
p	VERA ZAMBRANO SANDRA	2011_ST35	LASSP, IEP TOULOUSE
p	VERDIER ERIC	2011_ST12	LEST, U. AIX MARSEILLE 2
p	VERDIER ERIC	2011_ST40	LEST, U. AIX MARSEILLE 2
p	VERDIER ERIC	2013_ST30	LEST, U. AIX MARSEILLE 2
p	VERDIER ERIC	2015_ST19	LEST, U. AIX MARSEILLE 2
p	VERDIER ERIC	2015_ST20	LEST, U. AIX MARSEILLE 2
p	VERDIER ERIC	2017_ST5	LEST, U. AIX MARSEILLE 2
o	VERDIER MARGOT	2019_ST63	LABORATOIRE SOPHIAPOL, UNIVERSITE PARIS NANTERRE
p	VERGARA ALBERTO	2013_ST61	WEATHERHEAD CENTER INTERNATIONAL AFFAIRS, HARVARD U. (USA)
p	VERGER SOLANGE	2009_ST121	FUCAM (BELGIQUE) / PACTE, IEP GRENOBLE
p	VERHAEGEN SOETKIN	2019_ST46	VERHAEGEN STOCKHOLM UNIVERSITY
o	VERHAEGHE SIDONIE	2015_ST48	CERAPS, U. LILLE 2
p	VERHAEGHE SIDONIE	2017_ST3	CERAPS, U. LILLE 2
o	VERHAEGHE SIDONIE	2019_ST57	CERAPS
d	VERJUS ANNE	2013_ST25	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	VERJUS ANNE	2013_ST33	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	VERNET ANTOINE	2017_ST59	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	VERTONGEN YOURI	2015_ST25	U. SAINT LOUIS BRUXELLES (BELGIQUE)
p	VEZIAN AUDREY	2009_ST24	CSO, SCIENCES PO PARIS
p	VEZINAT NADEGE	2017_ST59	REGARDS, U. REIMS CHAMPAGNE ARDENNE / CMH, EHESS PARIS & ENS PARIS
p	VEZZONI CRISTIANO	2011_ST33	U. TRENTO (ITALIE)
p	VIALLE HELENE	2011_ST52	CHJ, U. LILLE 2
p	VIALLET-THEVENIN SCOTT	2015_ST35	CSO, SCIENCES PO PARIS
o	VIALLET-THEVENIN SCOTT	2015_ST40	CSO, SCIENCES PO PARIS
p	VIALLET-THEVENIN SCOTT	2017_ST22	CEE, SCIENCES PO PARIS / CSO, SCIENCES PO PARIS / CREST, INSEE
o	VIALLET-THEVENIN SCOTT	2017_ST35	CEE, SCIENCES PO PARIS / CSO, SCIENCES PO PARIS / CREST, INSEE
